Program.Unique.ID,Univesity.Name,Program.Name,University.type,Area,Grade,Program.type,State,Program.score
"220,9",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,COMUNICAÇÃO HUMANA E SAÚDE,PRIVADA,EDUCAÇÃO FÍSICA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"220,1",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,EDUCAÇÃO (PSICOLOGIA DA EDUCAÇÃO),PRIVADA,EDUCAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"220,11",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,ADMINISTRAÇÃO,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO/DOUTORADO,ACADÊMICO,SP,3
"220,12",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,CIÊNCIA DA RELIGIÃO,PRIVADA,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"220,13",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,LINGÜÍSTICA APLICADA E ESTUDOS DA LINGUAGEM,PRIVADA,LINGUÍSTICA E LITERATURA,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"220,14",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,TEOLOGIA,PRIVADA,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"220,15",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,ECONOMIA,PRIVADA,ECONOMIA,MESTRADO,ACADÊMICO,SP,3
"220,16",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,DIREITO,PRIVADA,DIREITO,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"220,17",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PSICOLOGIA (PSICOLOGIA CLÍNICA),PRIVADA,PSICOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"220,18",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,CIÊNCIAS SOCIAIS,PRIVADA,SOCIOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,3
"220,19",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,HISTÓRIA,PRIVADA,HISTÓRIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"220,2",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,BIOMATERIAIS E MEDICINA REGENERATIVA,PRIVADA,MATERIAIS,MESTRADO,ACADÊMICO,SP,A
"220,21",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,EDUCAÇÃO: FORMAÇÃO DE FORMADORES,PRIVADA,EDUCAÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"220,22",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,SERVIÇO SOCIAL,PRIVADA,SERVIÇO SOCIAL,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"220,23",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,FILOSOFIA,PRIVADA,FILOSOFIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"220,24",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PSICOLOGIA EXPERIMENTAL: ANÁLISE DO COMPORTAMENTO,PRIVADA,PSICOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"220,25",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,EDUCAÇÃO (CURRÍCULO),PRIVADA,EDUCAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"220,26",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,EDUCAÇÃO NAS PROFISSÕES DA SAÚDE,PRIVADA,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"220,27",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,"EDUCAÇÃO: HISTÓRIA, POLÍTICA, SOCIEDADE",PRIVADA,EDUCAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"220,28",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,HISTÓRIA DA CIÊNCIA,PRIVADA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"220,29",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,COMUNICAÇÃO E SEMIÓTICA,PRIVADA,COMUNICAÇÃO E INFORMAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"221,1",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DO RIO PRETO ),ESTUDOS LINGÜÍSTICOS,PÚBLICA,LINGUÍSTICA E LITERATURA,MESTRADO/DOUTORADO,ACADÊMICO,SP,6
"222,1",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( RIO CLARO ),"BIOENERGIA USP, UNICAMP E UNESP",PÚBLICA,INTERDISCIPLINAR,DOUTORADO,ACADÊMICO,SP,4
"223,1",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( PRESIDENTE PRUDENTE ),MATEMATICA APLICADA E COMPUTACIONAL,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO,ACADÊMICO,SP,3
"224,1",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( MARÍLIA ),CIÊNCIA DA INFORMAÇÃO,PÚBLICA,COMUNICAÇÃO E INFORMAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,6
"225,1",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL ),AGRONOMIA (CIÊNCIA DO SOLO),PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"226,1",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( FRANCA ),PLANEJAMENTO E ANÁLISE DE POLÍTICAS PÚBLICAS,PÚBLICA,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"227,1",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU ),AGRONOMIA (AGRICULTURA),PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"227,2",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU ),BIOMETRIA,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"227,3",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU ),BIOTECNOLOGIA ANIMAL,PÚBLICA,MEDICINA VETERINÁRIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"228,1",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU ),DOCÊNCIA PARA A EDUCAÇÃO BÁSICA,PÚBLICA,ENSINO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"228,2",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU ),PSICOLOGIA DO DESENVOLVIMENTO E APRENDIZAGEM,PÚBLICA,PSICOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"229,1",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA ),LINGUÍSTICA E LÍNGUA PORTUGUESA,PÚBLICA,LINGUÍSTICA E LITERATURA,MESTRADO/DOUTORADO,ACADÊMICO,SP,6
"230,1",UNIVERSIDADE ESTADUAL DE CAMPINAS ( LIMEIRA ),CIÊNCIAS DA NUTRIÇÃO E DO ESPORTE E METABOLISMO,PÚBLICA,NUTRIÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"230,2",UNIVERSIDADE ESTADUAL DE CAMPINAS ( LIMEIRA ),ENGENHARIA DE PRODUÇÃO E DE MANUFATURA,PÚBLICA,ENGENHARIAS III,MESTRADO,ACADÊMICO,SP,3
"230,3",UNIVERSIDADE ESTADUAL DE CAMPINAS ( LIMEIRA ),INTERDISCIPLINAR EM CIÊNCIAS HUMANAS E SOCIAIS APLICADAS,PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,SP,3
"231,1",UNIVERSIDADE ESTADUAL DE CAMPINAS,CIÊNCIAS MÉDICAS,PÚBLICA,MEDICINA I,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"231,2",UNIVERSIDADE ESTADUAL DE CAMPINAS,POLÍTICA CIENTÍFICA E TECNOLÓGICA,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,6
"231,3",UNIVERSIDADE ESTADUAL DE CAMPINAS,"SAÚDE, INTERDISCIPLINARIDADE E REABILITAÇÃO",PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"231,4",UNIVERSIDADE ESTADUAL DE CAMPINAS,MATEMÁTICA APLICADA,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO/DOUTORADO,ACADÊMICO,SP,6
"231,5",UNIVERSIDADE ESTADUAL DE CAMPINAS,CIÊNCIAS E ENGENHARIA DE PETRÓLEO,PÚBLICA,ENGENHARIAS III,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"231,6",UNIVERSIDADE ESTADUAL DE CAMPINAS,CIÊNCIAS DA CIRURGIA,PÚBLICA,MEDICINA III,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"231,7",UNIVERSIDADE ESTADUAL DE CAMPINAS,CIÊNCIA POLÍTICA,PÚBLICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,MESTRADO/DOUTORADO,ACADÊMICO,SP,6
"231,8",UNIVERSIDADE ESTADUAL DE CAMPINAS,SAÚDE COLETIVA: POLÍTICAS E GESTÃO EM SAÚDE,PÚBLICA,SAÚDE COLETIVA,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"231,9",UNIVERSIDADE ESTADUAL DE CAMPINAS,SAÚDE COLETIVA,PÚBLICA,SAÚDE COLETIVA,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"231,1",UNIVERSIDADE ESTADUAL DE CAMPINAS,CIÊNCIA APLICADA À QUALIFICAÇÃO MÉDICA,PÚBLICA,MEDICINA I,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"231,11",UNIVERSIDADE ESTADUAL DE CAMPINAS,PLANEJAMENTO DE SISTEMAS ENERGÉTICOS,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"231,12",UNIVERSIDADE ESTADUAL DE CAMPINAS,ARTES VISUAIS,PÚBLICA,ARTES,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"231,13",UNIVERSIDADE ESTADUAL DE CAMPINAS,EDUCAÇÃO ESCOLAR,PÚBLICA,EDUCAÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"231,14",UNIVERSIDADE ESTADUAL DE CAMPINAS,HEMOTERAPIA,PÚBLICA,MEDICINA I,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"231,15",UNIVERSIDADE ESTADUAL DE CAMPINAS,ENSINO E HISTÓRIA DE CIÊNCIAS DA TERRA,PÚBLICA,ENSINO,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"231,16",UNIVERSIDADE ESTADUAL DE CAMPINAS,FÍSICA,PÚBLICA,ASTRONOMIA / FÍSICA,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"231,17",UNIVERSIDADE ESTADUAL DE CAMPINAS,ONCOLOGIA,PÚBLICA,MEDICINA I,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"231,18",UNIVERSIDADE ESTADUAL DE CAMPINAS,BIOLOGIA VEGETAL,PÚBLICA,BIODIVERSIDADE,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"231,19",UNIVERSIDADE ESTADUAL DE CAMPINAS,MATEMÁTICA APLICADA E COMPUTACIONAL,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"231,2",UNIVERSIDADE ESTADUAL DE CAMPINAS,LINGÜÍSTICA,PÚBLICA,LINGUÍSTICA E LITERATURA,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"231,21",UNIVERSIDADE ESTADUAL DE CAMPINAS,MATEMÁTICA,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"232,1",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,EDUCAÇÃO,PRIVADA,EDUCAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"233,1",UNIVERSIDADE ESTADUAL DE CAMPINAS,ENFERMAGEM,PÚBLICA,ENFERMAGEM,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"233,2",UNIVERSIDADE ESTADUAL DE CAMPINAS,FILOSOFIA,PÚBLICA,FILOSOFIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,6
"233,3",UNIVERSIDADE ESTADUAL DE CAMPINAS,DIVULGAÇÃO CIENTÍFICA E CULTURAL,PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,SP,4
"233,4",UNIVERSIDADE ESTADUAL DE CAMPINAS,CIÊNCIA DA COMPUTAÇÃO,PÚBLICA,CIÊNCIA DA COMPUTAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"233,5",UNIVERSIDADE ESTADUAL DE CAMPINAS,LINGÜÍSTICA APLICADA,PÚBLICA,LINGUÍSTICA E LITERATURA,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"233,6",UNIVERSIDADE ESTADUAL DE CAMPINAS,BIOLOGIA ANIMAL,PÚBLICA,CIÊNCIAS BIOLÓGICAS III,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"233,7",UNIVERSIDADE ESTADUAL DE CAMPINAS,MÚSICA,PÚBLICA,ARTES,MESTRADO/DOUTORADO,ACADÊMICO,SP,6
"233,8",UNIVERSIDADE ESTADUAL DE CAMPINAS,EDUCAÇÃO FÍSICA,PÚBLICA,EDUCAÇÃO FÍSICA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"233,9",UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA MECÂNICA,PÚBLICA,ENGENHARIAS III,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"233,1",UNIVERSIDADE ESTADUAL DE CAMPINAS,MULTIMEIOS,PÚBLICA,COMUNICAÇÃO E INFORMAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,3
"234,1",USP ( CENTRO DE ENERGIA NUCLEAR NA AGRICULTURA ),CIÊNCIAS (ENERGIA NUCLEAR NA AGRICULTURA),PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"235,1",USP ( FACULDADE DE ODONTOLOGIA DE BAURU ),FONOAUDIOLOGIA,PÚBLICA,EDUCAÇÃO FÍSICA,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"236,1",UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS),ENGENHARIA MECÂNICA,PÚBLICA,ENGENHARIAS III,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"236,2",UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS),GEOTECNIA,PÚBLICA,ENGENHARIAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"236,3",UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS),"MATEMÁTICA, ESTATÍSTICA E COMPUTAÇÃO APLICADAS À INDÚSTRIA",PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"236,4",UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS),CIÊNCIAS DA COMPUTAÇÃO E MATEMÁTICA COMPUTACIONAL,PÚBLICA,CIÊNCIA DA COMPUTAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"236,5",UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS),MATEMÁTICA,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"237,1",USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ ),AGRONOMIA (FITOPATOLOGIA),PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"237,2",USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ ),CIÊNCIA E TECNOLOGIA DE ALIMENTOS,PÚBLICA,CIÊNCIA DE ALIMENTOS,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"237,3",USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ ),FISIOLOGIA BIOQUÍMICA DE PLANTAS,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"237,4",USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ ),ECOLOGIA APLICADA,PÚBLICA,CIÊNCIAS AMBIENTAIS,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"237,5",USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ ),AGRONOMIA (ESTATÍSTICA E EXPERIMENTAÇÃO AGRONÔMICA),PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"237,6",USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ ),CIÊNCIA ANIMAL E PASTAGENS,PÚBLICA,ZOOTECNIA / RECURSOS PESQUEIROS,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"237,7",USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ ),INTERNACIONAL BIOLOGIA CELULAR E MOLECULAR VEGETAL,PÚBLICA,CIÊNCIAS BIOLÓGICAS I,DOUTORADO,ACADÊMICO,SP,5
"237,8",USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ ),AGRONOMIA (MICROBIOLOGIA AGRÍCOLA),PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"237,9",USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ ),ENGENHARIA DE SISTEMAS AGRÍCOLAS,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"237,1",USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ ),AGRONOMIA (GENÉTICA E MELHORAMENTO DE PLANTAS),PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"237,11",USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ ),FITOTECNIA,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,6
"238,1",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),NEUROLOGIA E NEUROCIENCIAS CLINICAS,PÚBLICA,MEDICINA I,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"238,2",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),EDUCAÇÃO FÍSICA E ESPORTE,PÚBLICA,EDUCAÇÃO FÍSICA,MESTRADO,ACADÊMICO,SP,3
"238,3",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),ENTOMOLOGIA,PÚBLICA,BIODIVERSIDADE,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"238,4",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),ENFERMAGEM PSIQUIÁTRICA,PÚBLICA,ENFERMAGEM,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"238,5",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),SAÚDE DA CRIANÇA E DO ADOLESCENTE,PÚBLICA,MEDICINA II,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"238,6",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),MEDICINA (CLÍNICA CIRÚRGICA),PÚBLICA,MEDICINA III,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"238,7",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),GESTÃO DE ORGANIZAÇÕES DE SAÚDE,PÚBLICA,SAÚDE COLETIVA,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"238,8",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),MATEMÁTICA,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO,ACADÊMICO,SP,A
"238,9",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),MEDICINA (NEUROLOGIA),PÚBLICA,MEDICINA II,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"238,1",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),CIÊNCIAS DAS IMAGENS E FÍSICA MÉDICA,PÚBLICA,MEDICINA I,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"238,11",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),TECNOLOGIA E INOVAÇÃO EM ENFERMAGEM,PÚBLICA,ENFERMAGEM,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"238,12",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),CIÊNCIAS BIOLÓGICAS (FARMACOLOGIA),PÚBLICA,CIÊNCIAS BIOLÓGICAS II,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"238,13",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),DIREITO,PÚBLICA,DIREITO,MESTRADO,ACADÊMICO,SP,3
"238,14",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),TOXICOLOGIA,PÚBLICA,FARMÁCIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,6
"238,15",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),COMPUTAÇÃO APLICADA,PÚBLICA,CIÊNCIA DA COMPUTAÇÃO,MESTRADO,ACADÊMICO,SP,3
"238,16",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),CIÊNCIAS BIOLÓGICAS (GENÉTICA),PÚBLICA,CIÊNCIAS BIOLÓGICAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"238,17",UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),"ONCOLOGIA CLÍNICA, CÉLULAS-TRONCO E TERAPIA CELULAR",PÚBLICA,MEDICINA I,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"239,1",CENTRO UNIVERSITÁRIO UNIHORIZONTES,ADMINISTRAÇÃO,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO,ACADÊMICO,MG,3
"240,1",FUNDAÇÃO JOÃO PINHEIRO (ESCOLA DE GOVERNO),ADMINISTRAÇÃO PÚBLICA,PÚBLICA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO,ACADÊMICO,MG,3
"241,1","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",SUSTENTABILIDADE E TECNOLOGIA AMBIENTAL,PÚBLICA,CIÊNCIAS AMBIENTAIS,MESTRADO PROFISSIONAL,PROFISSIONAL,MG,3
"242,1","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",REPRODUÇÃO E NUTRIÇÃO ANIMAL,PÚBLICA,MEDICINA VETERINÁRIA,MESTRADO PROFISSIONAL,PROFISSIONAL,MG,3
"243,1",UNIVERSIDADE DO ESTADO DE MINAS GERAIS,DESIGN,PÚBLICA,"ARQUITETURA, URBANISMO E DESIGN",MESTRADO/DOUTORADO,ACADÊMICO,MG,5
"244,1",UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,ENSINO EM SAÚDE,PRIVADA,MEDICINA II,MESTRADO PROFISSIONAL,PROFISSIONAL,MG,3
"244,2",UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,AGRICULTURA SUSTENTÁVEL,PRIVADA,CIÊNCIAS AGRÁRIAS I,DOUTORADO,ACADÊMICO,MG,4
"244,3",UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,SISTEMAS DE PRODUÇÃO NA AGROPECUÁRIA,PRIVADA,CIÊNCIAS AGRÁRIAS I,MESTRADO PROFISSIONAL,PROFISSIONAL,MG,4
"244,4",UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,"REPRODUÇÃO, SANIDADE E BEM-ESTAR ANIMAL",PRIVADA,MEDICINA VETERINÁRIA,MESTRADO/DOUTORADO,ACADÊMICO,MG,4
"245,1",UNIVERSIDADE ESTADUAL DE MONTES CLAROS,CUIDADO PRIMÁRIO EM SAÚDE,PÚBLICA,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,PROFISSIONAL,MG,4
"245,2",UNIVERSIDADE ESTADUAL DE MONTES CLAROS,DESENVOLVIMENTO SOCIAL,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,MG,4
"245,3",UNIVERSIDADE ESTADUAL DE MONTES CLAROS,HISTORIA,PÚBLICA,HISTÓRIA,MESTRADO,ACADÊMICO,MG,3
"245,4",UNIVERSIDADE ESTADUAL DE MONTES CLAROS,CIÊNCIAS DA SAÚDE,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,MG,6
"246,1",ESCOLA DE COMANDO E ESTADO-MAIOR DO EXÉRCITO,CIÊNCIAS MILITARES,PÚBLICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,MESTRADO/DOUTORADO,ACADÊMICO,RJ,4
"247,1",INSTITUTO DE PESQUISA JARDIM BOTANICO DO RIO DE JANEIRO,BOTÂNICA,PÚBLICA,BIODIVERSIDADE,MESTRADO/DOUTORADO,ACADÊMICO,RJ,4
"248,1",COLÉGIO PEDRO II,PRÁTICAS DE EDUCAÇÃO BÁSICA,PÚBLICA,ENSINO,MESTRADO PROFISSIONAL,PROFISSIONAL,RJ,4
"249,1",FUNDAÇÃO GETÚLIO VARGAS ( RJ ),DIREITO DA REGULAÇÃO,PRIVADA,DIREITO,MESTRADO/DOUTORADO,ACADÊMICO,RJ,4
