"","Degree","Closeness","Betweennes","Eigenvector","SS","Node","Partition","Country","Level"
"text6921",1,0.00112107623318386,0,0.0386876130158509,"text692","text692","Program","Ecuador","Master"
"text6941",1,0.000632911392405063,0,0.00216726562039983,"text694","text694","Program","Ecuador","Master"
"text6971",1,0.000695410292072323,0,0.0120877450205512,"text697","text697","Program","Ecuador","Master"
"text7001",1,0.00112107623318386,0,0.0386876130158509,"text700","text700","Program","Ecuador","Master"
"text7015",1,0.00112107623318386,0,0.0386876130158509,"text701","text701","Program","Ecuador","Master"
"text7031",1,0.00112107623318386,0,0.0386876130158509,"text703","text703","Program","Ecuador","Master"
"text7131",1,0.00112107623318386,0,0.0386876130158509,"text713","text713","Program","Ecuador","Master"
"text7201",1,0.00112107623318386,0,0.0386876130158509,"text720","text720","Program","Ecuador","Master"
"text7214",1,0.00112107623318386,0,0.0386876130158509,"text721","text721","Program","Ecuador","Master"
"text7281",1,0.00112107623318386,0,0.0386876130158509,"text728","text728","Program","Ecuador","Master"
"text936",0,NA,0,5.65093751676535e-19,"text9","text9","Program","Ecuador","Master"
"text6815",0,NA,0,5.65093751676535e-19,"text68","text68","Program","Ecuador","Master"
"text7215",0,NA,0,5.65093751676535e-19,"text72","text72","Program","Ecuador","Master"
"text7315",0,NA,0,5.65093751676535e-19,"text73","text73","Program","Ecuador","Master"
"text9114",0,NA,0,5.65093751676535e-19,"text91","text91","Program","Ecuador","Master"
"text2173",0,NA,0,5.65093751676535e-19,"text217","text217","Program","Ecuador","Master"
"text2193",0,NA,0,5.65093751676535e-19,"text219","text219","Program","Ecuador","Master"
"text2223",0,NA,0,5.65093751676535e-19,"text222","text222","Program","Ecuador","Master"
"text2233",0,NA,0,5.65093751676535e-19,"text223","text223","Program","Ecuador","Master"
"text2293",0,NA,0,5.65093751676535e-19,"text229","text229","Program","Ecuador","Master"
"text2322",0,NA,0,5.65093751676535e-19,"text232","text232","Program","Ecuador","Master"
"text2332",0,NA,0,5.65093751676535e-19,"text233","text233","Program","Ecuador","Master"
"text2342",0,NA,0,5.65093751676535e-19,"text234","text234","Program","Ecuador","Master"
"text2352",0,NA,0,5.65093751676535e-19,"text235","text235","Program","Ecuador","Master"
"text2362",0,NA,0,5.65093751676535e-19,"text236","text236","Program","Ecuador","Master"
"text2372",0,NA,0,5.65093751676535e-19,"text237","text237","Program","Ecuador","Master"
"text2382",0,NA,0,5.65093751676535e-19,"text238","text238","Program","Ecuador","Master"
"text2392",0,NA,0,5.65093751676535e-19,"text239","text239","Program","Ecuador","Master"
"text2402",0,NA,0,5.65093751676535e-19,"text240","text240","Program","Ecuador","Master"
"text2416",0,NA,0,5.65093751676535e-19,"text241","text241","Program","Ecuador","Master"
"text2422",0,NA,0,5.65093751676535e-19,"text242","text242","Program","Ecuador","Master"
"text2432",0,NA,0,5.65093751676535e-19,"text243","text243","Program","Ecuador","Master"
"text2442",0,NA,0,5.65093751676535e-19,"text244","text244","Program","Ecuador","Master"
"text2452",0,NA,0,5.65093751676535e-19,"text245","text245","Program","Ecuador","Master"
"text2462",0,NA,0,5.65093751676535e-19,"text246","text246","Program","Ecuador","Master"
"text2472",0,NA,0,5.65093751676535e-19,"text247","text247","Program","Ecuador","Master"
"text2482",0,NA,0,5.65093751676535e-19,"text248","text248","Program","Ecuador","Master"
"text2492",0,NA,0,5.65093751676535e-19,"text249","text249","Program","Ecuador","Master"
"text2502",0,NA,0,5.65093751676535e-19,"text250","text250","Program","Ecuador","Master"
"text2516",0,NA,0,5.65093751676535e-19,"text251","text251","Program","Ecuador","Master"
"text2522",0,NA,0,5.65093751676535e-19,"text252","text252","Program","Ecuador","Master"
"text2532",0,NA,0,5.65093751676535e-19,"text253","text253","Program","Ecuador","Master"
"text2602",0,NA,0,5.65093751676535e-19,"text260","text260","Program","Ecuador","Master"
"text2616",0,NA,0,5.65093751676535e-19,"text261","text261","Program","Ecuador","Master"
"text2622",0,NA,0,1.3570130564914e-18,"text262","text262","Program","Ecuador","Master"
"text2632",0,NA,0,1.3570130564914e-18,"text263","text263","Program","Ecuador","Master"
"text2642",0,NA,0,5.65093751676535e-19,"text264","text264","Program","Ecuador","Master"
"text2792",0,NA,0,5.65093751676535e-19,"text279","text279","Program","Ecuador","Master"
"text2882",0,NA,0,5.65093751676535e-19,"text288","text288","Program","Ecuador","Master"
"text2892",0,NA,0,5.65093751676535e-19,"text289","text289","Program","Ecuador","Master"
"text2902",0,NA,0,5.65093751676535e-19,"text290","text290","Program","Ecuador","Master"
"text2932",0,NA,0,5.65093751676535e-19,"text293","text293","Program","Ecuador","Master"
"text3052",0,NA,0,5.65093751676535e-19,"text305","text305","Program","Ecuador","Master"
"text3252",0,NA,0,5.65093751676535e-19,"text325","text325","Program","Ecuador","Master"
"text3322",0,NA,0,5.65093751676535e-19,"text332","text332","Program","Ecuador","Master"
"text3332",0,NA,0,5.65093751676535e-19,"text333","text333","Program","Ecuador","Master"
"text3342",0,NA,0,5.65093751676535e-19,"text334","text334","Program","Ecuador","Master"
"text3382",0,NA,0,5.65093751676535e-19,"text338","text338","Program","Ecuador","Master"
"text3392",0,NA,0,5.65093751676535e-19,"text339","text339","Program","Ecuador","Master"
"text3402",0,NA,0,5.65093751676535e-19,"text340","text340","Program","Ecuador","Master"
"text3416",0,NA,0,5.65093751676535e-19,"text341","text341","Program","Ecuador","Master"
"text3422",0,NA,0,5.65093751676535e-19,"text342","text342","Program","Ecuador","Master"
"text3432",0,NA,0,5.65093751676535e-19,"text343","text343","Program","Ecuador","Master"
"text3452",0,NA,0,5.65093751676535e-19,"text345","text345","Program","Ecuador","Master"
"text3462",0,NA,0,5.65093751676535e-19,"text346","text346","Program","Ecuador","Master"
"text3472",0,NA,0,5.65093751676535e-19,"text347","text347","Program","Ecuador","Master"
"text3482",0,NA,0,5.65093751676535e-19,"text348","text348","Program","Ecuador","Master"
"text3492",0,NA,0,5.65093751676535e-19,"text349","text349","Program","Ecuador","Master"
"text3502",0,NA,0,5.65093751676535e-19,"text350","text350","Program","Ecuador","Master"
"text3516",0,NA,0,5.65093751676535e-19,"text351","text351","Program","Ecuador","Master"
"text3522",0,NA,0,5.65093751676535e-19,"text352","text352","Program","Ecuador","Master"
"text3532",0,NA,0,5.65093751676535e-19,"text353","text353","Program","Ecuador","Master"
"text3542",0,NA,0,5.65093751676535e-19,"text354","text354","Program","Ecuador","Master"
"text3552",0,NA,0,5.65093751676535e-19,"text355","text355","Program","Ecuador","Master"
"text3562",0,NA,0,5.65093751676535e-19,"text356","text356","Program","Ecuador","Master"
"text3572",0,NA,0,5.65093751676535e-19,"text357","text357","Program","Ecuador","Master"
"text3582",0,NA,0,5.65093751676535e-19,"text358","text358","Program","Ecuador","Master"
"text3602",0,NA,0,1.3570130564914e-18,"text360","text360","Program","Ecuador","Master"
"text3616",0,NA,0,5.65093751676535e-19,"text361","text361","Program","Ecuador","Master"
"text3622",0,NA,0,5.65093751676535e-19,"text362","text362","Program","Ecuador","Master"
"text3632",0,NA,0,5.65093751676535e-19,"text363","text363","Program","Ecuador","Master"
"text3642",0,NA,0,5.65093751676535e-19,"text364","text364","Program","Ecuador","Master"
"text3652",0,NA,0,5.65093751676535e-19,"text365","text365","Program","Ecuador","Master"
"text3662",0,NA,0,5.65093751676535e-19,"text366","text366","Program","Ecuador","Master"
"text3682",0,NA,0,5.65093751676535e-19,"text368","text368","Program","Ecuador","Master"
"text3692",0,NA,0,5.65093751676535e-19,"text369","text369","Program","Ecuador","Master"
"text4092",0,NA,0,5.65093751676535e-19,"text409","text409","Program","Ecuador","Master"
"text4106",0,NA,0,5.65093751676535e-19,"text410","text410","Program","Ecuador","Master"
"text4116",0,NA,0,5.65093751676535e-19,"text411","text411","Program","Ecuador","Master"
"text4122",0,NA,0,5.65093751676535e-19,"text412","text412","Program","Ecuador","Master"
"text4132",0,NA,0,5.65093751676535e-19,"text413","text413","Program","Ecuador","Master"
"text4142",0,NA,0,5.65093751676535e-19,"text414","text414","Program","Ecuador","Master"
"text4152",0,NA,0,5.65093751676535e-19,"text415","text415","Program","Ecuador","Master"
"text4162",0,NA,0,5.65093751676535e-19,"text416","text416","Program","Ecuador","Master"
"text4172",0,NA,0,5.65093751676535e-19,"text417","text417","Program","Ecuador","Master"
"text4182",0,NA,0,5.65093751676535e-19,"text418","text418","Program","Ecuador","Master"
"text4192",0,NA,0,5.65093751676535e-19,"text419","text419","Program","Ecuador","Master"
"text4202",0,NA,0,5.65093751676535e-19,"text420","text420","Program","Ecuador","Master"
"text4216",0,NA,0,5.65093751676535e-19,"text421","text421","Program","Ecuador","Master"
"text4222",0,NA,0,5.65093751676535e-19,"text422","text422","Program","Ecuador","Master"
"text4232",0,NA,0,5.65093751676535e-19,"text423","text423","Program","Ecuador","Master"
"text4242",0,NA,0,5.65093751676535e-19,"text424","text424","Program","Ecuador","Master"
"text4252",0,NA,0,5.65093751676535e-19,"text425","text425","Program","Ecuador","Master"
"text4262",0,NA,0,1.3570130564914e-18,"text426","text426","Program","Ecuador","Master"
"text4272",0,NA,0,5.65093751676535e-19,"text427","text427","Program","Ecuador","Master"
"text4282",0,NA,0,5.65093751676535e-19,"text428","text428","Program","Ecuador","Master"
"text4292",0,NA,0,5.65093751676535e-19,"text429","text429","Program","Ecuador","Master"
"text4332",0,NA,0,5.65093751676535e-19,"text433","text433","Program","Ecuador","Master"
"text5022",0,NA,0,5.65093751676535e-19,"text502","text502","Program","Ecuador","Master"
"text5261",0,NA,0,5.65093751676535e-19,"text526","text526","Program","Ecuador","Master"
"text5281",0,NA,0,5.65093751676535e-19,"text528","text528","Program","Ecuador","Master"
"text5291",0,NA,0,5.65093751676535e-19,"text529","text529","Program","Ecuador","Master"
"text5301",0,NA,0,5.65093751676535e-19,"text530","text530","Program","Ecuador","Master"
"text5315",0,NA,0,5.65093751676535e-19,"text531","text531","Program","Ecuador","Master"
"text5321",0,NA,0,5.65093751676535e-19,"text532","text532","Program","Ecuador","Master"
"text5331",0,NA,0,5.65093751676535e-19,"text533","text533","Program","Ecuador","Master"
"text5341",0,NA,0,5.65093751676535e-19,"text534","text534","Program","Ecuador","Master"
"text5351",0,NA,0,1.3570130564914e-18,"text535","text535","Program","Ecuador","Master"
"text5381",0,NA,0,5.65093751676535e-19,"text538","text538","Program","Ecuador","Master"
"text5391",0,NA,0,5.65093751676535e-19,"text539","text539","Program","Ecuador","Master"
"text5401",0,NA,0,5.65093751676535e-19,"text540","text540","Program","Ecuador","Master"
"text5415",0,NA,0,5.65093751676535e-19,"text541","text541","Program","Ecuador","Master"
"text5421",0,NA,0,5.65093751676535e-19,"text542","text542","Program","Ecuador","Master"
"text5431",0,NA,0,5.65093751676535e-19,"text543","text543","Program","Ecuador","Master"
"text5441",0,NA,0,5.65093751676535e-19,"text544","text544","Program","Ecuador","Master"
"text5451",0,NA,0,5.65093751676535e-19,"text545","text545","Program","Ecuador","Master"
"text5461",0,NA,0,5.65093751676535e-19,"text546","text546","Program","Ecuador","Master"
"text5471",0,NA,0,5.65093751676535e-19,"text547","text547","Program","Ecuador","Master"
"text5631",0,NA,0,5.65093751676535e-19,"text563","text563","Program","Ecuador","Master"
"text5641",0,NA,0,5.65093751676535e-19,"text564","text564","Program","Ecuador","Master"
"text5671",0,NA,0,5.65093751676535e-19,"text567","text567","Program","Ecuador","Master"
"text5681",0,NA,0,5.65093751676535e-19,"text568","text568","Program","Ecuador","Master"
"text5701",0,NA,0,5.65093751676535e-19,"text570","text570","Program","Ecuador","Master"
"text6931",0,NA,0,5.65093751676535e-19,"text693","text693","Program","Ecuador","Master"
"text6951",0,NA,0,5.65093751676535e-19,"text695","text695","Program","Ecuador","Master"
"text6961",0,NA,0,5.65093751676535e-19,"text696","text696","Program","Ecuador","Master"
"text6981",0,NA,0,5.65093751676535e-19,"text698","text698","Program","Ecuador","Master"
"text6991",0,NA,0,1.3570130564914e-18,"text699","text699","Program","Ecuador","Master"
"science17",8,0.05,47.9047619047619,1,"science","science","Skill","Ecuador","PhD"
"text1924",5,0.04,21.1428571428571,0.754894905516776,"text192","text192","Program","Ecuador","PhD"
"text5541",4,0.037037037037037,16.5238095238095,0.617310406906852,"text554","text554","Program","Ecuador","PhD"
"text6661",4,0.037037037037037,16.4880952380952,0.597543260279853,"text666","text666","Program","Ecuador","PhD"
"reading_comprehension17",4,0.0357142857142857,8.71428571428572,0.655105187072027,"reading_comprehension","reading_comprehension","Skill","Ecuador","PhD"
"learning_strategy17",4,0.0333333333333333,7.28571428571429,0.566210595229054,"learning_strategy","learning_strategy","Skill","Ecuador","PhD"
"text6551",3,0.0344827586206897,3.48809523809524,0.557388806207818,"text655","text655","Program","Ecuador","PhD"
"monitoring17",3,0.03125,3.0952380952381,0.495080942655033,"monitoring","monitoring","Skill","Ecuador","PhD"
"text3016",2,0.032258064516129,1.17857142857143,0.406005899617431,"text30","text30","Program","Ecuador","PhD"
"text1854",2,0.032258064516129,1.17857142857143,0.406005899617431,"text185","text185","Program","Ecuador","PhD"
"text4382",1,0.0303030303030303,0,0.259228165646558,"text438","text438","Program","Ecuador","PhD"
"text4392",1,0.0303030303030303,0,0.259228165646558,"text439","text439","Program","Ecuador","PhD"
"active_listening17",1,0.0263157894736842,0,0.195690021613046,"active_listening","active_listening","Skill","Ecuador","PhD"
"speaking17",1,0.025,0,0.160024244416994,"speaking","speaking","Skill","Ecuador","PhD"
"active_learning17",1,0.025,0,0.15490004325681,"active_learning","active_learning","Skill","Ecuador","PhD"
"mathematics17",0,NA,0,0,"mathematics","mathematics","Skill","Ecuador","PhD"
"writing17",0,NA,0,0,"writing","writing","Skill","Ecuador","PhD"
"critical_thinking17",0,NA,0,0,"critical_thinking","critical_thinking","Skill","Ecuador","PhD"
"science18",72,0.010752688172043,2218.14679765534,1,"science","science","Skill","Mexico","Specialization"
"learning_strategy18",31,0.00564971751412429,196.287837381347,0.582362496707172,"learning_strategy","learning_strategy","Skill","Mexico","Specialization"
"critical_thinking18",28,0.00552486187845304,174.444929238737,0.505210280165554,"critical_thinking","critical_thinking","Skill","Mexico","Specialization"
"speaking18",27,0.00546448087431694,169.586736134292,0.529365335725187,"speaking","speaking","Skill","Mexico","Specialization"
"active_listening18",26,0.00540540540540541,144.241429520477,0.45935637722634,"active_listening","active_listening","Skill","Mexico","Specialization"
"reading_comprehension18",20,0.0050761421319797,91.2021810235416,0.331726794143515,"reading_comprehension","reading_comprehension","Skill","Mexico","Specialization"
"writing18",20,0.0050251256281407,106.594789820894,0.337926153984077,"writing","writing","Skill","Mexico","Specialization"
"monitoring18",14,0.004739336492891,24.9695468107234,0.29502145070509,"monitoring","monitoring","Skill","Mexico","Specialization"
"active_learning18",12,0.00465116279069767,21.9052265696563,0.225677980047602,"active_learning","active_learning","Skill","Mexico","Specialization"
"text3417",7,0.00625,24.0236768069894,0.280173624467426,"text34","text34","Program","Mexico","Specialization"
"text3517",7,0.00625,24.0236768069894,0.280173624467426,"text35","text35","Program","Mexico","Specialization"
"text2953",7,0.00625,21.4018859292622,0.292582585385264,"text295","text295","Program","Mexico","Specialization"
"text3107",7,0.00625,20.3546390548027,0.303008669522183,"text310","text310","Program","Mexico","Specialization"
"text5332",7,0.00625,22.7577016956481,0.279667197620832,"text533","text533","Program","Mexico","Specialization"
"text2883",6,0.00617283950617284,16.6296876364716,0.259312654775457,"text288","text288","Program","Mexico","Specialization"
"text2893",6,0.00617283950617284,15.2309832322216,0.269738738912375,"text289","text289","Program","Mexico","Specialization"
"text2917",6,0.00617283950617284,15.2805759679688,0.265483762505257,"text291","text291","Program","Mexico","Specialization"
"text2983",6,0.00617283950617284,13.2673053244767,0.278401886058025,"text298","text298","Program","Mexico","Specialization"
"text3073",6,0.00617283950617284,15.2805759679688,0.265483762505257,"text307","text307","Program","Mexico","Specialization"
"text3117",6,0.00617283950617284,15.2805759679688,0.265483762505257,"text311","text311","Program","Mexico","Specialization"
"text3133",6,0.00617283950617284,15.2805759679688,0.265483762505257,"text313","text313","Program","Mexico","Specialization"
"text3173",6,0.00617283950617284,15.2805759679688,0.265483762505257,"text317","text317","Program","Mexico","Specialization"
"text3193",6,0.00617283950617284,15.2805759679688,0.265483762505257,"text319","text319","Program","Mexico","Specialization"
"text3203",6,0.00617283950617284,16.1430610602881,0.255566841003268,"text320","text320","Program","Mexico","Specialization"
"text3843",6,0.00617283950617284,15.2309832322216,0.269738738912375,"text384","text384","Program","Mexico","Specialization"
"text3973",6,0.00617283950617284,13.2673053244767,0.278401886058025,"text397","text397","Program","Mexico","Specialization"
"text2943",5,0.00609756097560976,8.53020553032919,0.251303063178018,"text294","text294","Program","Mexico","Specialization"
"text3083",5,0.00602409638554217,12.1097253150954,0.206020310506901,"text308","text308","Program","Mexico","Specialization"
"text3223",5,0.00609756097560976,12.0915280127922,0.213658222325394,"text322","text322","Program","Mexico","Specialization"
"text4043",5,0.00609756097560976,55.3292906077444,0.205843501970306,"text404","text404","Program","Mexico","Specialization"
"text5222",5,0.00602409638554217,8.98513708831629,0.235157934333625,"text522","text522","Program","Mexico","Specialization"
"text1219",4,0.00602409638554217,8.2843114251237,0.174666511219776,"text121","text121","Program","Mexico","Specialization"
"text2783",4,0.00602409638554217,6.59893409109984,0.199606258251985,"text278","text278","Program","Mexico","Specialization"
"text2903",4,0.00595238095238095,7.92619790895607,0.178921487626894,"text290","text290","Program","Mexico","Specialization"
"text3017",4,0.00602409638554217,7.98662491107594,0.190064292554424,"text301","text301","Program","Mexico","Specialization"
"text3033",4,0.00602409638554217,8.32063408546635,0.18089471856218,"text303","text303","Program","Mexico","Specialization"
"text3123",4,0.00602409638554217,6.59893409109984,0.199606258251985,"text312","text312","Program","Mexico","Specialization"
"text3153",4,0.00602409638554217,6.07275666660929,0.203729763616937,"text315","text315","Program","Mexico","Specialization"
"text3163",4,0.00595238095238095,8.41483092067923,0.164749589717787,"text316","text316","Program","Mexico","Specialization"
"text3253",4,0.00602409638554217,8.14565550897395,0.177664977482219,"text325","text325","Program","Mexico","Specialization"
"text3293",4,0.00595238095238095,6.48907942209713,0.194634561054256,"text329","text329","Program","Mexico","Specialization"
"text5452",4,0.00595238095238095,5.93626317241096,0.19388721354451,"text545","text545","Program","Mexico","Specialization"
"text1935",3,0.00588235294117647,2.78360343309147,0.166788390664503,"text193","text193","Program","Mexico","Specialization"
"text1955",3,0.00588235294117647,2.61461541260261,0.170534204436692,"text195","text195","Program","Mexico","Specialization"
"text2144",3,0.00588235294117647,3.45069238583785,0.156362306527584,"text214","text214","Program","Mexico","Specialization"
"text2923",3,0.00588235294117647,2.78360343309147,0.166788390664503,"text292","text292","Program","Mexico","Specialization"
"text2963",3,0.00595238095238095,5.34485646048549,0.136394256693105,"text296","text296","Program","Mexico","Specialization"
"text2993",3,0.00588235294117647,32.6315649532506,0.110902745319872,"text299","text299","Program","Mexico","Specialization"
"text3023",3,0.00588235294117647,3.69788581289178,0.150059727755618,"text302","text302","Program","Mexico","Specialization"
"text3043",3,0.00588235294117647,5.02648690245268,0.13765076683778,"text304","text304","Program","Mexico","Specialization"
"text3053",3,0.00595238095238095,5.34485646048549,0.136394256693105,"text305","text305","Program","Mexico","Specialization"
"text3143",3,0.00595238095238095,4.9761912612762,0.146820340830023,"text314","text314","Program","Mexico","Specialization"
"text3183",3,0.00595238095238095,5.34485646048549,0.136394256693105,"text318","text318","Program","Mexico","Specialization"
"text5362",3,0.00588235294117647,2.78360343309147,0.166788390664503,"text536","text536","Program","Mexico","Specialization"
"text8105",2,0.00588235294117647,1.88035716402832,0.124934135810897,"text8","text8","Program","Mexico","Specialization"
"text1519",2,0.00581395348837209,1.00624766959323,0.129263483647577,"text15","text15","Program","Mexico","Specialization"
"text1619",2,0.00581395348837209,1.13512937558715,0.122960904875611,"text16","text16","Program","Mexico","Specialization"
"text1719",2,0.00581395348837209,1.13512937558715,0.122960904875611,"text17","text17","Program","Mexico","Specialization"
"text1475",2,0.00581395348837209,1.27802081111228,0.119215091103422,"text147","text147","Program","Mexico","Specialization"
"text2154",2,0.00581395348837209,1.00624766959323,0.129263483647577,"text215","text215","Program","Mexico","Specialization"
"text2773",2,0.00581395348837209,1.00624766959323,0.129263483647577,"text277","text277","Program","Mexico","Specialization"
"text3093",2,0.00588235294117647,2.54973966514112,0.109295433813098,"text309","text309","Program","Mexico","Specialization"
"text3243",2,0.00588235294117647,2.54973966514112,0.109295433813097,"text324","text324","Program","Mexico","Specialization"
"text3273",2,0.0040650406504065,0.565595104875385,0.0708492014510015,"text327","text327","Program","Mexico","Specialization"
"text3283",2,0.00581395348837209,1.13512937558715,0.122960904875611,"text328","text328","Program","Mexico","Specialization"
"text4423",2,0.00581395348837209,1.13512937558715,0.122960904875611,"text442","text442","Program","Mexico","Specialization"
"mathematics18",2,0.004149377593361,0.62052584499393,0.0258750592498416,"mathematics","mathematics","Skill","Mexico","Specialization"
"text1120",1,0.00574712643678161,0,0.0816901840864965,"text1","text1","Program","Mexico","Specialization"
"text2108",1,0.00574712643678161,0,0.0816901840864965,"text2","text2","Program","Mexico","Specialization"
"text3108",1,0.00574712643678161,0,0.0816901840864965,"text3","text3","Program","Mexico","Specialization"
"text4107",1,0.00574712643678161,0,0.0816901840864965,"text4","text4","Program","Mexico","Specialization"
"text5107",1,0.00574712643678161,0,0.0816901840864965,"text5","text5","Program","Mexico","Specialization"
"text6106",1,0.00574712643678161,0,0.0816901840864965,"text6","text6","Program","Mexico","Specialization"
"text7106",1,0.00574712643678161,0,0.0816901840864965,"text7","text7","Program","Mexico","Specialization"
"text8515",1,0.00574712643678161,0,0.0816901840864965,"text85","text85","Program","Mexico","Specialization"
"text8615",1,0.00574712643678161,0,0.0816901840864965,"text86","text86","Program","Mexico","Specialization"
"text1945",1,0.00574712643678161,0,0.0816901840864965,"text194","text194","Program","Mexico","Specialization"
"text2075",1,0.00574712643678161,0,0.0816901840864965,"text207","text207","Program","Mexico","Specialization"
"text2933",1,0.00574712643678161,0,0.0816901840864965,"text293","text293","Program","Mexico","Specialization"
"text2973",1,0.00574712643678161,0,0.0816901840864965,"text297","text297","Program","Mexico","Specialization"
"text3003",1,0.00574712643678161,0,0.0816901840864965,"text300","text300","Program","Mexico","Specialization"
"text3233",1,0.00574712643678161,0,0.0816901840864965,"text323","text323","Program","Mexico","Specialization"
"text5117",1,0.00574712643678161,0,0.0816901840864965,"text511","text511","Program","Mexico","Specialization"
"text1026",0,NA,0,0,"text102","text102","Program","Mexico","Specialization"
"text1036",0,NA,0,0,"text103","text103","Program","Mexico","Specialization"
"text1046",0,NA,0,0,"text104","text104","Program","Mexico","Specialization"
"text1305",0,NA,0,0,"text130","text130","Program","Mexico","Specialization"
"text1925",0,NA,0,0,"text192","text192","Program","Mexico","Specialization"
"text1995",0,NA,0,0,"text199","text199","Program","Mexico","Specialization"
"text2035",0,NA,0,0,"text203","text203","Program","Mexico","Specialization"
"text2184",0,NA,0,0,"text218","text218","Program","Mexico","Specialization"
"text2244",0,NA,0,0,"text224","text224","Program","Mexico","Specialization"
"text2343",0,NA,0,0,"text234","text234","Program","Mexico","Specialization"
"text2443",0,NA,0,0,"text244","text244","Program","Mexico","Specialization"
"text2463",0,NA,0,0,"text246","text246","Program","Mexico","Specialization"
"text2493",0,NA,0,0,"text249","text249","Program","Mexico","Specialization"
"text2503",0,NA,0,0,"text250","text250","Program","Mexico","Specialization"
"text2523",0,NA,0,0,"text252","text252","Program","Mexico","Specialization"
"text2603",0,NA,0,0,"text260","text260","Program","Mexico","Specialization"
"text2803",0,NA,0,0,"text280","text280","Program","Mexico","Specialization"
"text2817",0,NA,0,0,"text281","text281","Program","Mexico","Specialization"
"text2823",0,NA,0,0,"text282","text282","Program","Mexico","Specialization"
"text3063",0,NA,0,0,"text306","text306","Program","Mexico","Specialization"
"text3263",0,NA,0,0,"text326","text326","Program","Mexico","Specialization"
"text3353",0,NA,0,0,"text335","text335","Program","Mexico","Specialization"
"text3363",0,NA,0,0,"text336","text336","Program","Mexico","Specialization"
"text3373",0,NA,0,0,"text337","text337","Program","Mexico","Specialization"
"text3383",0,NA,0,0,"text338","text338","Program","Mexico","Specialization"
"text3418",0,NA,0,0,"text341","text341","Program","Mexico","Specialization"
"text3453",0,NA,0,0,"text345","text345","Program","Mexico","Specialization"
"text3463",0,NA,0,0,"text346","text346","Program","Mexico","Specialization"
"text3473",0,NA,0,0,"text347","text347","Program","Mexico","Specialization"
"text3518",0,NA,0,0,"text351","text351","Program","Mexico","Specialization"
"text3543",0,NA,0,0,"text354","text354","Program","Mexico","Specialization"
"text3553",0,NA,0,0,"text355","text355","Program","Mexico","Specialization"
"text3583",0,NA,0,0,"text358","text358","Program","Mexico","Specialization"
"text3593",0,NA,0,0,"text359","text359","Program","Mexico","Specialization"
"text3603",0,NA,0,0,"text360","text360","Program","Mexico","Specialization"
"text3617",0,NA,0,0,"text361","text361","Program","Mexico","Specialization"
"text3623",0,NA,0,0,"text362","text362","Program","Mexico","Specialization"
"text3633",0,NA,0,0,"text363","text363","Program","Mexico","Specialization"
"text3643",0,NA,0,0,"text364","text364","Program","Mexico","Specialization"
"text3653",0,NA,0,0,"text365","text365","Program","Mexico","Specialization"
"text3663",0,NA,0,0,"text366","text366","Program","Mexico","Specialization"
"text3683",0,NA,0,0,"text368","text368","Program","Mexico","Specialization"
"text3693",0,NA,0,0,"text369","text369","Program","Mexico","Specialization"
"text3703",0,NA,0,0,"text370","text370","Program","Mexico","Specialization"
"text3717",0,NA,0,0,"text371","text371","Program","Mexico","Specialization"
"text3733",0,NA,0,0,"text373","text373","Program","Mexico","Specialization"
"text3743",0,NA,0,0,"text374","text374","Program","Mexico","Specialization"
"text3763",0,NA,0,0,"text376","text376","Program","Mexico","Specialization"
"text3793",0,NA,0,0,"text379","text379","Program","Mexico","Specialization"
"text3817",0,NA,0,0,"text381","text381","Program","Mexico","Specialization"
"text3823",0,NA,0,0,"text382","text382","Program","Mexico","Specialization"
"text4217",0,NA,0,0,"text421","text421","Program","Mexico","Specialization"
"text4403",0,NA,0,0,"text440","text440","Program","Mexico","Specialization"
"text5093",0,NA,0,0,"text509","text509","Program","Mexico","Specialization"
"text5152",0,NA,0,0,"text515","text515","Program","Mexico","Specialization"
"text5392",0,NA,0,0,"text539","text539","Program","Mexico","Specialization"
"text5502",0,NA,0,0,"text550","text550","Program","Mexico","Specialization"
"science19",243,0.00350877192982456,18046.1250690476,1,"science","science","Skill","Mexico","Master"
"speaking19",141,0.00204498977505112,3607.09329972586,0.699319445511772,"speaking","speaking","Skill","Mexico","Master"
"reading_comprehension19",137,0.00201207243460765,2979.72463655633,0.702150350283567,"reading_comprehension","reading_comprehension","Skill","Mexico","Master"
"learning_strategy19",130,0.00195694716242661,3209.64784992252,0.648347140712042,"learning_strategy","learning_strategy","Skill","Mexico","Master"
"active_listening19",120,0.00188323917137476,2268.58286204995,0.608683049718837,"active_listening","active_listening","Skill","Mexico","Master"
"critical_thinking19",91,0.00169779286926995,1666.56391197346,0.438200759606481,"critical_thinking","critical_thinking","Skill","Mexico","Master"
"writing19",71,0.00158982511923688,728.433768992547,0.368865204946086,"writing","writing","Skill","Mexico","Master"
"active_learning19",57,0.0015220700152207,719.24339201632,0.277757538960727,"active_learning","active_learning","Skill","Mexico","Master"
"monitoring19",54,0.00150829562594268,417.158188546519,0.275606254130502,"monitoring","monitoring","Skill","Mexico","Master"
"mathematics19",19,0.00136425648021828,64.42702116887,0.0818207502796102,"mathematics","mathematics","Skill","Mexico","Master"
"text5316",9,0.001953125,35.4446585083832,0.191564420476927,"text53","text53","Program","Mexico","Master"
"text3573",9,0.00194552529182879,43.8731749051127,0.184085830560491,"text357","text357","Program","Mexico","Master"
