"","Degree","Closeness","Betweennes","Eigenvector","SS","Node","Partition","Country","Level"
"science",117,0.00628930817610063,6172.63919993875,1,"science","science","Skill","Argentina","Specialization"
"speaking",61,0.003690036900369,1208.92167681968,0.607967898837339,"speaking","speaking","Skill","Argentina","Specialization"
"active_listening",47,0.00334448160535117,830.718781930599,0.482809903135984,"active_listening","active_listening","Skill","Argentina","Specialization"
"reading_comprehension",30,0.003003003003003,210.633252437423,0.323842566293232,"reading_comprehension","reading_comprehension","Skill","Argentina","Specialization"
"learning_strategy",30,0.003003003003003,277.817398114799,0.303576908313226,"learning_strategy","learning_strategy","Skill","Argentina","Specialization"
"active_learning",25,0.00291545189504373,203.779708486633,0.265815809930897,"active_learning","active_learning","Skill","Argentina","Specialization"
"monitoring",18,0.00280112044817927,221.618146920004,0.154023471166169,"monitoring","monitoring","Skill","Argentina","Specialization"
"critical_thinking",12,0.002710027100271,34.9689131005091,0.112067991699974,"critical_thinking","critical_thinking","Skill","Argentina","Specialization"
"writing",9,0.00266666666666667,19.4001454505113,0.0910271761765699,"writing","writing","Skill","Argentina","Specialization"
"mathematics",8,0.0026525198938992,14.5027768010936,0.0740916690263278,"mathematics","mathematics","Skill","Argentina","Specialization"
"text185",7,0.00378787878787879,57.8843824515579,0.220313796328169,"text185","text185","Program","Argentina","Specialization"
"text289",6,0.00373134328358209,41.3944019921125,0.194577597094209,"text289","text289","Program","Argentina","Specialization"
"text319",6,0.00373134328358209,53.2835904196888,0.188206156787388,"text319","text319","Program","Argentina","Specialization"
"text328",6,0.00373134328358209,41.3944019921125,0.194577597094209,"text328","text328","Program","Argentina","Specialization"
"text384",6,0.00367647058823529,53.7339164984999,0.144878409194759,"text384","text384","Program","Argentina","Specialization"
"text416",6,0.0037037037037037,54.8433174912331,0.160095478064965,"text416","text416","Program","Argentina","Specialization"
"text417",6,0.0037037037037037,48.2575966379695,0.165358393442865,"text417","text417","Program","Argentina","Specialization"
"text9",5,0.0037037037037037,31.4450193005007,0.173318634038563,"text9","text9","Program","Argentina","Specialization"
"text50",5,0.0037037037037037,23.2636046652015,0.188186803875617,"text50","text50","Program","Argentina","Specialization"
"text53",5,0.00367647058823529,30.916638403974,0.158967600224274,"text53","text53","Program","Argentina","Specialization"
"text72",5,0.00364963503649635,20.6363013714986,0.175603297982397,"text72","text72","Program","Argentina","Specialization"
"text86",5,0.0037037037037037,34.1640223875613,0.171841410347698,"text86","text86","Program","Argentina","Specialization"
"text111",5,0.0037037037037037,22.4757099049453,0.190837917329914,"text111","text111","Program","Argentina","Specialization"
"text150",5,0.00367647058823529,33.5491993979769,0.165103520530413,"text150","text150","Program","Argentina","Specialization"
"text184",5,0.0037037037037037,22.4757099049453,0.190837917329914,"text184","text184","Program","Argentina","Specialization"
"text233",5,0.00367647058823529,33.2386370978614,0.154893684975734,"text233","text233","Program","Argentina","Specialization"
"text296",5,0.00364963503649635,20.6363013714986,0.175603297982397,"text296","text296","Program","Argentina","Specialization"
"text478",5,0.0037037037037037,30.2247316420609,0.17596974749286,"text478","text478","Program","Argentina","Specialization"
"text4",4,0.00364963503649635,14.7215404844401,0.169524532377646,"text4","text4","Program","Argentina","Specialization"
"text10",4,0.00359712230215827,18.9551298759454,0.142072856647372,"text10","text10","Program","Argentina","Specialization"
"text14",4,0.00359712230215827,22.8736055278731,0.132042400860954,"text14","text14","Program","Argentina","Specialization"
"text48",4,0.0036231884057971,14.6347395223274,0.145502879269692,"text48","text48","Program","Argentina","Specialization"
"text54",4,0.00367647058823529,16.9189534841346,0.168101730583403,"text54","text54","Program","Argentina","Specialization"
"text66",4,0.0036231884057971,19.4823917656723,0.133285822886935,"text66","text66","Program","Argentina","Specialization"
"text75",4,0.00357142857142857,19.512460432926,0.14201843475075,"text75","text75","Program","Argentina","Specialization"
"text99",4,0.0036231884057971,14.6347395223274,0.145502879269692,"text99","text99","Program","Argentina","Specialization"
"text108",4,0.00352112676056338,19.7408444513983,0.119458894967733,"text108","text108","Program","Argentina","Specialization"
"text132",4,0.0036231884057971,24.1864693670753,0.13061959906671,"text132","text132","Program","Argentina","Specialization"
"text163",4,0.0036231884057971,13.6536301798567,0.148153992723989,"text163","text163","Program","Argentina","Specialization"
"text187",4,0.00357142857142857,19.7590652786981,0.125070709378785,"text187","text187","Program","Argentina","Specialization"
"text262",4,0.00367647058823529,16.9189534841346,0.168101730583403,"text262","text262","Program","Argentina","Specialization"
"text263",4,0.00367647058823529,16.9189534841346,0.168101730583403,"text263","text263","Program","Argentina","Specialization"
"text288",4,0.00364963503649635,14.7215404844401,0.169524532377646,"text288","text288","Program","Argentina","Specialization"
"text325",4,0.00364963503649635,28.8869491109814,0.151990138720367,"text325","text325","Program","Argentina","Specialization"
"text329",4,0.00367647058823529,17.7043640816349,0.165450617129106,"text329","text329","Program","Argentina","Specialization"
"text346",4,0.0036231884057971,20.3019239438294,0.139421743193075,"text346","text346","Program","Argentina","Specialization"
"text349",4,0.00367647058823529,17.7043640816349,0.165450617129106,"text349","text349","Program","Argentina","Specialization"
"text350",4,0.0036231884057971,15.4020268392265,0.152867111235886,"text350","text350","Program","Argentina","Specialization"
"text351",4,0.00367647058823529,17.7043640816349,0.165450617129106,"text351","text351","Program","Argentina","Specialization"
"text352",4,0.00367647058823529,17.7043640816349,0.165450617129106,"text352","text352","Program","Argentina","Specialization"
"text421",4,0.00364963503649635,24.4711801369269,0.136231413477763,"text421","text421","Program","Argentina","Specialization"
"text450",4,0.00357142857142857,23.7659681297371,0.14082943462139,"text450","text450","Program","Argentina","Specialization"
"text457",4,0.00367647058823529,16.9189534841346,0.168101730583403,"text457","text457","Program","Argentina","Specialization"
"text2",3,0.00352112676056338,7.24739419440554,0.111605988424204,"text2","text2","Program","Argentina","Specialization"
"text5",3,0.00354609929078014,6.19480679139673,0.135627641532158,"text5","text5","Program","Argentina","Specialization"
"text8",3,0.0036231884057971,10.1190548192339,0.146788345631136,"text8","text8","Program","Argentina","Specialization"
"text47",3,0.00357142857142857,8.05455278055969,0.126840607771722,"text47","text47","Program","Argentina","Specialization"
"text52",3,0.00357142857142857,13.2985398088821,0.111972437934668,"text52","text52","Program","Argentina","Specialization"
"text74",3,0.00352112676056338,19.6768626746808,0.0874119308985982,"text74","text74","Program","Argentina","Specialization"
"text135",3,0.0034965034965035,10.7164231246332,0.0993889320414468,"text135","text135","Program","Argentina","Specialization"
"text138",3,0.00354609929078014,6.19480679139673,0.135627641532158,"text138","text138","Program","Argentina","Specialization"
"text149",3,0.00352112676056338,17.9620996085067,0.0888891545894636,"text149","text149","Program","Argentina","Specialization"
"text231",3,0.00354609929078014,14.5180725536342,0.119282248004239,"text231","text231","Program","Argentina","Specialization"
"text295",3,0.00354609929078014,6.19480679139673,0.135627641532158,"text295","text295","Program","Argentina","Specialization"
"text348",3,0.00359712230215827,9.09262243553571,0.131553726283618,"text348","text348","Program","Argentina","Specialization"
"text389",3,0.00354609929078014,12.1069370673459,0.120759471695104,"text389","text389","Program","Argentina","Specialization"
"text418",3,0.00357142857142857,8.18070542859139,0.134204839737915,"text418","text418","Program","Argentina","Specialization"
"text419",3,0.0036231884057971,10.1190548192339,0.146788345631136,"text419","text419","Program","Argentina","Specialization"
"text422",3,0.00354609929078014,14.5928438185499,0.102334522632274,"text422","text422","Program","Argentina","Specialization"
"text423",3,0.00359712230215827,9.09262243553571,0.131553726283618,"text423","text423","Program","Argentina","Specialization"
"text451",3,0.00359712230215827,18.7238643975737,0.123705062285932,"text451","text451","Program","Argentina","Specialization"
"text456",3,0.00354609929078014,6.19480679139673,0.135627641532158,"text456","text456","Program","Argentina","Specialization"
"text462",3,0.0036231884057971,10.1190548192339,0.146788345631136,"text462","text462","Program","Argentina","Specialization"
"text510",3,0.00256410256410256,7.15173437720298,0.0633727698437437,"text510","text510","Program","Argentina","Specialization"
"text3",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text3","text3","Program","Argentina","Specialization"
"text6",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text6","text6","Program","Argentina","Specialization"
"text13",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text13","text13","Program","Argentina","Specialization"
"text46",2,0.00354609929078014,4.74386376106807,0.104104421025211,"text46","text46","Program","Argentina","Specialization"
"text49",2,0.00354609929078014,4.74386376106807,0.104104421025211,"text49","text49","Program","Argentina","Specialization"
"text97",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text97","text97","Program","Argentina","Specialization"
"text100",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text100","text100","Program","Argentina","Specialization"
"text107",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text107","text107","Program","Argentina","Specialization"
"text110",2,0.0034965034965035,9.39273146027743,0.0810211376800068,"text110","text110","Program","Argentina","Specialization"
"text128",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text128","text128","Program","Argentina","Specialization"
"text129",2,0.00347222222222222,3.15405547429377,0.09152091513199,"text129","text129","Program","Argentina","Specialization"
"text133",2,0.00347222222222222,3.15405547429377,0.09152091513199,"text133","text133","Program","Argentina","Specialization"
"text134",2,0.00344827586206897,2.0314522125926,0.0929437169262332,"text134","text134","Program","Argentina","Specialization"
"text136",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text136","text136","Program","Argentina","Specialization"
"text137",2,0.00354609929078014,4.74386376106807,0.104104421025211,"text137","text137","Program","Argentina","Specialization"
"text139",2,0.00344827586206897,9.46520280545047,0.0754093232689542,"text139","text139","Program","Argentina","Specialization"
"text189",2,0.00344827586206897,6.0233223372418,0.0780755470891792,"text189","text189","Program","Argentina","Specialization"
"text192",2,0.00344827586206897,2.0314522125926,0.0929437169262332,"text192","text192","Program","Argentina","Specialization"
"text194",2,0.00344827586206897,7.81426222003419,0.0765983233983138,"text194","text194","Program","Argentina","Specialization"
"text228",2,0.00354609929078014,4.74386376106807,0.104104421025211,"text228","text228","Program","Argentina","Specialization"
"text232",2,0.00233644859813084,1.00025690818896,0.0399756564502384,"text232","text232","Program","Argentina","Specialization"
"text261",2,0.0034965034965035,9.39273146027743,0.0810211376800068,"text261","text261","Program","Argentina","Specialization"
"text303",2,0.00354609929078014,4.74386376106807,0.104104421025211,"text303","text303","Program","Argentina","Specialization"
"text383",2,0.0034965034965035,4.25918706345253,0.0888698016776931,"text383","text383","Program","Argentina","Specialization"
"text387",2,0.00347222222222222,3.15405547429377,0.09152091513199,"text387","text387","Program","Argentina","Specialization"
"text414",2,0.00279329608938547,2.50363312507631,0.0765808154514133,"text414","text414","Program","Argentina","Specialization"
"text415",2,0.0034965034965035,9.39273146027743,0.0810211376800068,"text415","text415","Program","Argentina","Specialization"
"text453",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text453","text453","Program","Argentina","Specialization"
"text454",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text454","text454","Program","Argentina","Specialization"
"text455",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text455","text455","Program","Argentina","Specialization"
"text458",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text458","text458","Program","Argentina","Specialization"
"text459",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text459","text459","Program","Argentina","Specialization"
"text460",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text460","text460","Program","Argentina","Specialization"
"text461",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text461","text461","Program","Argentina","Specialization"
"text464",2,0.00352112676056338,2.8715579330895,0.112891454785647,"text464","text464","Program","Argentina","Specialization"
"text7",1,0.00342465753424658,0,0.0702075301797224,"text7","text7","Program","Argentina","Specialization"
"text109",1,0.00342465753424658,0,0.0702075301797223,"text109","text109","Program","Argentina","Specialization"
"text121",1,0.00204081632653061,0,0.0108136075002844,"text121","text121","Program","Argentina","Specialization"
"text188",1,0.00342465753424658,0,0.0702075301797223,"text188","text188","Program","Argentina","Specialization"
"text190",1,0.00342465753424658,0,0.0702075301797223,"text190","text190","Program","Argentina","Specialization"
"text191",1,0.00342465753424658,0,0.0702075301797223,"text191","text191","Program","Argentina","Specialization"
"text193",1,0.00342465753424658,0,0.0702075301797223,"text193","text193","Program","Argentina","Specialization"
"text195",1,0.00342465753424658,0,0.0702075301797223,"text195","text195","Program","Argentina","Specialization"
"text197",1,0.00342465753424658,0,0.0702075301797223,"text197","text197","Program","Argentina","Specialization"
"text200",1,0.00247524752475248,0,0.0426839246059249,"text200","text200","Program","Argentina","Specialization"
"text214",1,0.00342465753424658,0,0.0702075301797223,"text214","text214","Program","Argentina","Specialization"
"text265",1,0.00231481481481481,0,0.0338968908454884,"text265","text265","Program","Argentina","Specialization"
"text271",1,0.00342465753424658,0,0.0702075301797224,"text271","text271","Program","Argentina","Specialization"
"text272",1,0.00247524752475248,0,0.0426839246059249,"text272","text272","Program","Argentina","Specialization"
"text273",1,0.00231481481481481,0,0.0338968908454884,"text273","text273","Program","Argentina","Specialization"
"text302",1,0.00342465753424658,0,0.0702075301797224,"text302","text302","Program","Argentina","Specialization"
"text370",1,0.00342465753424658,0,0.0702075301797224,"text370","text370","Program","Argentina","Specialization"
"text385",1,0.00342465753424658,0,0.0702075301797224,"text385","text385","Program","Argentina","Specialization"
"text386",1,0.00342465753424658,0,0.0702075301797224,"text386","text386","Program","Argentina","Specialization"
"text388",1,0.00342465753424658,0,0.0702075301797223,"text388","text388","Program","Argentina","Specialization"
"text390",1,0.00342465753424658,0,0.0702075301797223,"text390","text390","Program","Argentina","Specialization"
"text391",1,0.00342465753424658,0,0.0702075301797224,"text391","text391","Program","Argentina","Specialization"
"text502",1,0.00342465753424658,0,0.0702075301797223,"text502","text502","Program","Argentina","Specialization"
"text503",1,0.00342465753424658,0,0.0702075301797223,"text503","text503","Program","Argentina","Specialization"
"text504",1,0.00342465753424658,0,0.0702075301797223,"text504","text504","Program","Argentina","Specialization"
"text506",1,0.00342465753424658,0,0.0702075301797223,"text506","text506","Program","Argentina","Specialization"
"text11",0,NA,0,0,"text11","text11","Program","Argentina","Specialization"
"text67",0,NA,0,0,"text67","text67","Program","Argentina","Specialization"
"text198",0,NA,0,0,"text198","text198","Program","Argentina","Specialization"
"text199",0,NA,0,0,"text199","text199","Program","Argentina","Specialization"
"text264",0,NA,0,0,"text264","text264","Program","Argentina","Specialization"
"text281",0,NA,0,0,"text281","text281","Program","Argentina","Specialization"
"science1",175,0.0050251256281407,12750.3762844524,1,"science","science","Skill","Argentina","Master"
"speaking1",82,0.0025974025974026,1623.74484207486,0.57588777798361,"speaking","speaking","Skill","Argentina","Master"
"active_listening1",57,0.00229885057471264,719.660014224182,0.411612612788617,"active_listening","active_listening","Skill","Argentina","Master"
"reading_comprehension1",44,0.00216919739696312,431.645073620819,0.31206204989177,"reading_comprehension","reading_comprehension","Skill","Argentina","Master"
"learning_strategy1",43,0.00215982721382289,406.343140799096,0.312417308895457,"learning_strategy","learning_strategy","Skill","Argentina","Master"
"active_learning1",41,0.00214132762312634,371.670135276696,0.290204939061018,"active_learning","active_learning","Skill","Argentina","Master"
"monitoring1",37,0.00209643605870021,470.205716593452,0.240951598104233,"monitoring","monitoring","Skill","Argentina","Master"
"critical_thinking1",30,0.00204498977505112,201.950508857705,0.198633318931722,"critical_thinking","critical_thinking","Skill","Argentina","Master"
"writing1",14,0.00191204588910134,31.3374443685039,0.105491016811287,"writing","writing","Skill","Argentina","Master"
"text473",8,0.00273224043715847,52.1600026944364,0.18240035897766,"text473","text473","Program","Argentina","Master"
"text492",8,0.00273224043715847,52.1600026944364,0.182400358977661,"text492","text492","Program","Argentina","Master"
"text37",7,0.0027027027027027,27.0711670707327,0.179151201125347,"text37","text37","Program","Argentina","Master"
"text167",7,0.00271739130434783,31.7687927155219,0.181596159366963,"text167","text167","Program","Argentina","Master"
"text245",7,0.0027027027027027,33.7163569573502,0.173769861343453,"text245","text245","Program","Argentina","Master"
"text490",7,0.00271739130434783,34.0511079684003,0.176305566466895,"text490","text490","Program","Argentina","Master"
"text36",6,0.0027027027027027,24.7219030499201,0.163546104186474,"text36","text36","Program","Argentina","Master"
"text83",6,0.0027027027027027,26.8185916390704,0.158276036540409,"text83","text83","Program","Argentina","Master"
"text229",6,0.00268817204301075,20.299250959842,0.161121671198862,"text229","text229","Program","Argentina","Master"
"text290",6,0.0027027027027027,24.7219030499201,0.163546104186474,"text290","text290","Program","Argentina","Master"
"text313",6,0.00268817204301075,26.6374061614491,0.155740331416967,"text313","text313","Program","Argentina","Master"
"text406",6,0.00268817204301075,50.9617576244342,0.13645244148993,"text406","text406","Program","Argentina","Master"
"text475",6,0.0027027027027027,26.8139987570456,0.156992706552648,"text475","text475","Program","Argentina","Master"
"mathematics1",6,0.00184162062615101,7.06683973225694,0.0354745153353065,"mathematics","mathematics","Skill","Argentina","Master"
"text35",5,0.00267379679144385,13.3049374345837,0.134402884883841,"text35","text35","Program","Argentina","Master"
"text40",5,0.00267379679144385,12.0141163008138,0.150908343639959,"text40","text40","Program","Argentina","Master"
"text105",5,0.00267379679144385,12.0141163008138,0.150908343639959,"text105","text105","Program","Argentina","Master"
"text221",5,0.00267379679144385,15.4562103558053,0.137340561246641,"text221","text221","Program","Argentina","Master"
"text242",5,0.00267379679144385,13.3042904268972,0.143893958880467,"text242","text242","Program","Argentina","Master"
"text244",5,0.00268817204301075,20.984553381309,0.119252272565829,"text244","text244","Program","Argentina","Master"
"text285",5,0.00267379679144385,12.3004247293912,0.149645538906201,"text285","text285","Program","Argentina","Master"
"text291",5,0.00267379679144385,21.2682445476935,0.131938696210744,"text291","text291","Program","Argentina","Master"
"text292",5,0.00267379679144385,14.3920075688387,0.144334420752131,"text292","text292","Program","Argentina","Master"
"text342",5,0.00267379679144385,12.3004247293912,0.149645538906201,"text342","text342","Program","Argentina","Master"
"text374",5,0.00268817204301075,18.4836496435643,0.131557250225389,"text374","text374","Program","Argentina","Master"
"text480",5,0.00268817204301075,26.4464583793527,0.129113586806294,"text480","text480","Program","Argentina","Master"
"text513",5,0.00267379679144385,12.3004247293912,0.149645538906201,"text513","text513","Program","Argentina","Master"
"text20",4,0.00265957446808511,7.38806549899706,0.132858288459471,"text20","text20","Program","Argentina","Master"
"text38",4,0.00265957446808511,9.13753314343004,0.126304890825645,"text38","text38","Program","Argentina","Master"
"text41",4,0.00265957446808511,33.9428694810993,0.101635661116714,"text41","text41","Program","Argentina","Master"
"text45",4,0.00265957446808511,7.38806549899706,0.132858288459471,"text45","text45","Program","Argentina","Master"
"text69",4,0.00265957446808511,7.40123617313168,0.132878813713473,"text69","text69","Program","Argentina","Master"
"text71",4,0.00267379679144385,13.3843678143662,0.112244390311142,"text71","text71","Program","Argentina","Master"
"text116",4,0.00267379679144385,15.0108731175413,0.1164448714077,"text116","text116","Program","Argentina","Master"
"text125",4,0.00267379679144385,20.2616620256128,0.111063531625805,"text125","text125","Program","Argentina","Master"
"text145",4,0.00265957446808511,7.38806549899706,0.132858288459471,"text145","text145","Program","Argentina","Master"
"text157",4,0.00267379679144385,13.4977828880397,0.122998269041526,"text157","text157","Program","Argentina","Master"
"text177",4,0.00267379679144385,14.0806808524255,0.106492810285408,"text177","text177","Program","Argentina","Master"
"text219",4,0.00265957446808511,10.3033793615306,0.109799432069527,"text219","text219","Program","Argentina","Master"
"text220",4,0.00265957446808511,10.3033793615306,0.109799432069527,"text220","text220","Program","Argentina","Master"
"text225",4,0.00267379679144385,13.8159078397072,0.107776140273168,"text225","text225","Program","Argentina","Master"
"text241",4,0.00206611570247934,4.85019499811067,0.0861184942485485,"text241","text241","Program","Argentina","Master"
"text282",4,0.00265957446808511,15.0467280679554,0.115192496272019,"text282","text282","Program","Argentina","Master"
"text284",4,0.00265957446808511,15.0467280679554,0.115192496272019,"text284","text284","Program","Argentina","Master"
"text308",4,0.00265957446808511,36.6247570711521,0.116878315139074,"text308","text308","Program","Argentina","Master"
"text316",4,0.00265957446808511,15.5567235607815,0.113909166284258,"text316","text316","Program","Argentina","Master"
"text317",4,0.00265957446808511,15.0467280679554,0.115192496272019,"text317","text317","Program","Argentina","Master"
"text343",4,0.00265957446808511,8.54139842272205,0.125864428953981,"text343","text343","Program","Argentina","Master"
"text377",4,0.00265957446808511,36.884512150223,0.109863930379582,"text377","text377","Program","Argentina","Master"
"text404",4,0.00267379679144385,15.3724839705339,0.0999394126515819,"text404","text404","Program","Argentina","Master"
"text410",4,0.00265957446808511,8.37960674839602,0.117636159691113,"text410","text410","Program","Argentina","Master"
"text439",4,0.00265957446808511,14.8595319504873,0.12092355104375,"text439","text439","Program","Argentina","Master"
"text505",4,0.00267379679144385,13.3843678143662,0.112244390311142,"text505","text505","Program","Argentina","Master"
"text514",4,0.00267379679144385,13.3843678143662,0.112244390311142,"text514","text514","Program","Argentina","Master"
"text15",3,0.00264550264550265,5.80914406092953,0.102523780873425,"text15","text15","Program","Argentina","Master"
"text17",3,0.00264550264550265,4.5916388811999,0.0995861045106246,"text17","text17","Program","Argentina","Master"
"text18",3,0.00263157894736842,27.2942680109735,0.0713011535306681,"text18","text18","Program","Argentina","Master"
"text22",3,0.00264550264550265,4.56870943931775,0.107814373773492,"text22","text22","Program","Argentina","Master"
"text23",3,0.00264550264550265,5.80914406092953,0.102523780873425,"text23","text23","Program","Argentina","Master"
"text39",3,0.00264550264550265,3.40157243543057,0.114828758532985,"text39","text39","Program","Argentina","Master"
"text42",3,0.00264550264550265,4.5916388811999,0.0995861045106246,"text42","text42","Program","Argentina","Master"
"text43",3,0.00264550264550265,4.78563829123092,0.0983232997768665,"text43","text43","Program","Argentina","Master"
"text51",3,0.00264550264550265,3.40157243543057,0.114828758532985,"text51","text51","Program","Argentina","Master"
"text63",3,0.00264550264550265,5.80914406092953,0.102523780873425,"text63","text63","Program","Argentina","Master"
"text76",3,0.00264550264550265,5.80914406092953,0.102523780873425,"text76","text76","Program","Argentina","Master"
"text84",3,0.00263157894736842,5.88378548910996,0.0930327068767989,"text84","text84","Program","Argentina","Master"
"text96",3,0.00264550264550265,5.80914406092953,0.102523780873425,"text96","text96","Program","Argentina","Master"
"text118",3,0.00265957446808511,8.90067772954093,0.10496873911504,"text118","text118","Program","Argentina","Master"
"text119",3,0.00265957446808511,9.11761734081618,0.0897260850926797,"text119","text119","Program","Argentina","Master"
"text141",3,0.00265957446808511,9.11761734081618,0.0897260850926797,"text141","text141","Program","Argentina","Master"
"text142",3,0.00264550264550265,5.68120534636553,0.0925922450051349,"text142","text142","Program","Argentina","Master"
"text147",3,0.00264550264550265,4.65471376838684,0.0996066297646273,"text147","text147","Program","Argentina","Master"
"text158",3,0.00265957446808511,8.90067772954093,0.10496873911504,"text158","text158","Program","Argentina","Master"
"text161",3,0.00265957446808511,9.11761734081618,0.0897260850926797,"text161","text161","Program","Argentina","Master"
"text162",3,0.00264550264550265,3.40157243543057,0.114828758532985,"text162","text162","Program","Argentina","Master"
"text173",3,0.00264550264550265,3.40157243543057,0.114828758532985,"text173","text173","Program","Argentina","Master"
"text174",3,0.00265957446808511,9.4805082202333,0.0884632803589216,"text174","text174","Program","Argentina","Master"
"text176",3,0.00264550264550265,4.40264796899071,0.10907717850725,"text176","text176","Program","Argentina","Master"
"text181",3,0.00264550264550265,4.3881158948052,0.109097703761253,"text181","text181","Program","Argentina","Master"
"text212",3,0.00264550264550265,5.37668554502275,0.0938550497388929,"text212","text212","Program","Argentina","Master"
"text213",3,0.00265957446808511,8.90067772954093,0.10496873911504,"text213","text213","Program","Argentina","Master"
"text253",3,0.00264550264550265,11.1543847535685,0.0818997870691699,"text253","text253","Program","Argentina","Master"
"text255",3,0.00264550264550265,26.5083404545629,0.0778750764184964,"text255","text255","Program","Argentina","Master"
"text269",3,0.00264550264550265,4.40264796899071,0.10907717850725,"text269","text269","Program","Argentina","Master"
"text293",3,0.00264550264550265,4.40264796899071,0.10907717850725,"text293","text293","Program","Argentina","Master"
"text294",3,0.00264550264550265,4.40264796899071,0.10907717850725,"text294","text294","Program","Argentina","Master"
"text310",3,0.00264550264550265,4.3881158948052,0.109097703761253,"text310","text310","Program","Argentina","Master"
"text314",3,0.00264550264550265,10.1733865337949,0.083172687458854,"text314","text314","Program","Argentina","Master"
"text339",3,0.00264550264550265,4.56870943931775,0.107814373773492,"text339","text339","Program","Argentina","Master"
"text340",3,0.00264550264550265,4.56870943931775,0.107814373773492,"text340","text340","Program","Argentina","Master"
"text341",3,0.00264550264550265,4.56870943931775,0.107814373773492,"text341","text341","Program","Argentina","Master"
"text344",3,0.00264550264550265,4.56870943931775,0.107814373773492,"text344","text344","Program","Argentina","Master"
"text345",3,0.00264550264550265,4.56870943931775,0.107814373773492,"text345","text345","Program","Argentina","Master"
"text379",3,0.00264550264550265,8.56645289578067,0.095477665118414,"text379","text379","Program","Argentina","Master"
"text381",3,0.00264550264550265,4.78563829123092,0.0983232997768665,"text381","text381","Program","Argentina","Master"
"text402",3,0.00264550264550265,4.40264796899071,0.10907717850725,"text402","text402","Program","Argentina","Master"
"text405",3,0.00264550264550265,8.56645289578067,0.095477665118414,"text405","text405","Program","Argentina","Master"
"text407",3,0.00264550264550265,5.37668554502275,0.0938550497388929,"text407","text407","Program","Argentina","Master"
"text408",3,0.00264550264550265,5.37668554502275,0.0938550497388929,"text408","text408","Program","Argentina","Master"
"text435",3,0.00264550264550265,10.540999839104,0.0971424410915301,"text435","text435","Program","Argentina","Master"
"text438",3,0.00264550264550265,4.56870943931775,0.107814373773492,"text438","text438","Program","Argentina","Master"
"text440",3,0.00264550264550265,5.80914406092953,0.102523780873425,"text440","text440","Program","Argentina","Master"
"text442",3,0.00264550264550265,4.40264796899071,0.10907717850725,"text442","text442","Program","Argentina","Master"
"text443",3,0.00264550264550265,3.40157243543057,0.114828758532985,"text443","text443","Program","Argentina","Master"
"text449",3,0.00264550264550265,4.3881158948052,0.109097703761253,"text449","text449","Program","Argentina","Master"
"text495",3,0.00264550264550265,3.40157243543057,0.114828758532985,"text495","text495","Program","Argentina","Master"
"text509",3,0.00265957446808511,8.90067772954093,0.10496873911504,"text509","text509","Program","Argentina","Master"
"text12",2,0.00263157894736842,1.15719765029759,0.0910476485807645,"text12","text12","Program","Argentina","Master"
"text16",2,0.00263157894736842,2.35746317102014,0.0758049945584043,"text16","text16","Program","Argentina","Master"
"text29",2,0.00263157894736842,1.15719765029759,0.0910476485807645,"text29","text29","Program","Argentina","Master"
"text64",2,0.00263157894736842,2.39283530988694,0.075825519812407,"text64","text64","Program","Argentina","Master"
"text65",2,0.00261780104712042,3.30663822643604,0.0692515969245786,"text65","text65","Program","Argentina","Master"
"text89",2,0.00263157894736842,2.39283530988694,0.075825519812407,"text89","text89","Program","Argentina","Master"
"text98",2,0.00261780104712042,3.30663822643604,0.0692515969245787,"text98","text98","Program","Argentina","Master"
"text101",2,0.00261780104712042,3.30663822643604,0.0692515969245786,"text101","text101","Program","Argentina","Master"
"text106",2,0.00263157894736842,1.15719765029759,0.0910476485807645,"text106","text106","Program","Argentina","Master"
"text124",2,0.00261780104712042,1.49313296530639,0.0815565745841386,"text124","text124","Program","Argentina","Master"
"text126",2,0.00261780104712042,1.49313296530639,0.0815565745841386,"text126","text126","Program","Argentina","Master"
"text127",2,0.00263157894736842,2.54659929758189,0.0745421898246463,"text127","text127","Program","Argentina","Master"
"text131",2,0.00263157894736842,2.35746317102014,0.0758049945584043,"text131","text131","Program","Argentina","Master"
"text144",2,0.00263157894736842,2.54659929758189,0.0745421898246463,"text144","text144","Program","Argentina","Master"
"text159",2,0.00263157894736842,2.35746317102014,0.0758049945584043,"text159","text159","Program","Argentina","Master"
"text160",2,0.00261780104712042,1.49313296530639,0.0815565745841386,"text160","text160","Program","Argentina","Master"
"text169",2,0.00263157894736842,5.40849932999041,0.0716965551661937,"text169","text169","Program","Argentina","Master"
